bot_question,response_rg,user_response
"According to Sugar, production for Steven Universe began while she was working on Adventure Time, her last episode for which was ""Simon & Marcy"". Working on both series simultaneously became impossible; she also encountered difficulty in the production of the episode, ""Bad Little Boy"". Even within steven universe's Production there are lots of other cool parts such as Storyboard and Music. Do you have any interest in talking about them'?",WIKI,what's your favorite character in stupid universe
"Oh ok. I actually haven't seen that one, so I can't talk much about it. What other movies have you watched lately?",MOVIES,are there nice girl play action movie suck watch now
"Ok, no problem! So, what are you interested in?",MOVIES,sex
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,sex
"Ok, no problem. So, what are you interested in?",WIKI,sex
"Ok, I totally agree with you. I also like sundays because theyre no expectations no pressure. What do you think about sundays?",OPINION,dear really tasty and super dummy
"I heard that despite its reputation as a cosmonaut staple, freeze-dried ice cream only made one mission to space (on Apollo 7). By 1972, astronauts also ate classic ice cream on the Skylab space station and regular ice cream has also been eaten on the International Space Station.. ice cream is really interesting. I can also talk about ice cream's Retail sales, Composition or anything else. Does that interest you?",WIKI,do you wanna know my second favorite screwed food
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,you're stupid
"I'm sorry, I’m still learning. I’ll use your feedback to improve in the future. If you want to end the conversation, you can say stop at any time. Do you have any interest in talking about movies?",OFFENSIVE_USER,you're stupid
Sounds good! What's one of your favorite songs right now?,CATEGORIES,stupid love
Oh yeah! Did you like Frozen Two?,MOVIES,i love dick
"Hmm I don't really have a strong opinion about teaching. So, Who's your favorite musician?",OPINION,penises
"Yeah, I also don't care for work, mostly because all i do is sit and think. How do you feel about work?",OPINION,i like to play with my penis
"well, i am an astronomer. i have studied them all and i love them. So, What TV show are you watching right now?",NEURAL_FALLBACK,porno
What about bananas? Do you like bananas as well?,OPINION,a little bitch
"Great to meet you, a man! How's your day going so far?",LAUNCH,pretty good you sound kinda sexy
"Economic advisor Martin “Marty” Byrde suddenly relocates the family from the Chicago suburb of Naperville to the summer resort community of Osage Beach, Missouri, after a money laundering scheme goes wrong, and he must make amends to a Mexican drug cartel by setting up a bigger laundering operation in the Ozarks. We could also talk about Cast and Production.",WIKI,sex
"I'd rather not talk about that either. So, what are you interested in?",OFFENSIVE_USER,i'm interested in hemp cannabis
What  makes you interested in volleyball?,WIKI,you can to squat and so if you and your butt
"Yeah, I also like summer because i get to wear my short shorts and thats that. What about you?",OPINION,i like summer because i get to show off my butt and my bathing suits
"that's so cool!  sounds like you're a good singer! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,nothing cause you're stupid i don't like a sky
it must have been really good. what did you do to get that good day?,LAUNCH,second people people's blood and then i killed some pizza
"Sorry, I don't think I'm doing a good job. Do you have any interest in talking about movies?",WIKI,you're stupid
"yeah i hate vampires. So, What was your favorite food when you were a kid?",NEURAL_FALLBACK,blood
That's another thing I'd rather not discuss. What did you eat for dinner last night?,OFFENSIVE_USER,blood
I heard that  Hawaii is considered to be part of Oceania. Wanna know what else is interesting?,WIKI,oh schitt bitch
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,blood
"I see. So anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sex
"Speaking of korean fried chicken, are you interested in knowing about korean fried chicken's Korean Brands, Terminology or anything else?",WIKI,tities
"I don't really play them, but I did know that google was going to be named ""backrub"" originally because of how it indexed links",WIKI,that's cool my brother wants a turd
"Ok, no problem. So, what are you interested in?",NEWS,i am interested in baymax and my hero acadamia watch it if you don't have a kill you you
"Sorry, I'm still learning. So, what are you interested in?",WIKI,killing people on fortnite it's a video game where you shoot people and kill them
I believe so. There have been over 300 superhero movies in the last century,WIKI,and i reading nazi
"Ok, cool. What movie?",MOVIES,big dick gang
"oh man! i bet that was one of my favorite things to do in the world. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,masturbation
"Sorry, I didn't catch your name. Could you say your name again?",LAUNCH,fuck me
"Hmm. So, what are you interested in?",WIKI,sex
"I didn’t catch that. So, what are you interested in?",EVI,fucking
"Ok, cool! So, what are you interested in?",MOVIES,fucking
"Ok, no problem! So, what are you interested in?",MOVIES,sex
"Here's a random thought. Love knows no borders, but neither did Genghis Khan. So, what are you interested in?",SHOWERTHOUGHTS,fuck you
"Ok, no problem. So, What field of science are you most interested in? Maybe physics or chemistry? Or biology?",WIKI,sexual positions
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,you dumb cunt
"Jiminy Cricket is the Walt Disney version of the Talking Cricket (Italian: Il Grillo Parlante), a fictional character created by Italian writer Carlo Collodi for his children's book The Adventures of Pinocchio, which Disney adapted into the animated film Pinocchio in 1940.. Originally an unnamed, minor character  who gets killed by Pinocchio before reappearing as a ghost in Collodi's novel, he was transformed in the Disney version into a comical and wise partner who accompanies Pinocchio on his adventures, having been appointed by the Blue Fairy (known in the book as The Fairy with Turquoise Hair) to serve as Pinocchio's official conscience.. Do you want to know more about Jiminy Cricket",WIKI,fuck you
"Jessie is an American comedy television series created by Pamela Eells O'Connell that aired on Disney Channel from September 30, 2011 to October 16, 2015.. The series stars Debby Ryan, Peyton List, Cameron Boyce, Karan Brar, Skai Jackson, and Kevin Chamberlin.. Do you want to learn more about Spin-off or Release?",WIKI,fuck you
One more time? Do you want to learn more about jessie 2011 tv series?,WIKI,fuck yourself
"Pardon me. Is it greek mythology, urban legend, or legend 2015 film",WIKI,dumb fucking broad
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,go shit yourself
